1.021116060132716497e+00 9.353952741038794594e-01 8.984571351071541923e-01 8.950412286226128167e-01 9.160449047103040865e-01 9.556523008798700758e-01 1.009915542541065525e+00 1.076014557221161017e+00 1.151856324056919290e+00 1.235843421141316290e+00 1.326730290022046788e+00 1.423528378470572120e+00
6.183322398997220803e-01 5.362597731646430166e-01 5.054818978591738565e-01 5.095513567592433457e-01 5.387297402554249715e-01 5.868503272883051070e-01 6.497842980536895352e-01 7.246096798043741849e-01 8.091841957138337094e-01 9.018869222658632001e-01 1.001462314444229840e+00 1.106918626842936959e+00
3.733968410789061387e-01 2.760878011556243683e-01 2.370987227125965768e-01 2.373080837476838900e-01 2.654382227175255959e-01 3.144024266890185770e-01 3.794886108946996517e-01 4.574084126402414019e-01 5.457763378897783069e-01 6.428011530098213244e-01 7.471107141120858497e-01 8.576287167292787617e-01
2.790697332387702678e-01 1.488680014169168064e-01 8.811126064296032068e-02 7.370306873771373390e-02 9.201170268262302832e-02 1.344954803347175043e-01 1.955081777202274940e-01 2.711399635368502148e-01 3.585768761102895441e-01 4.557290173778366649e-01 5.610041940944006100e-01 6.731638063190255039e-01
3.237565959509270952e-01 1.446028954335759897e-01 4.965601029421187751e-02 1.072719058763684820e-02 1.111399946658659516e-02 4.034647820483540370e-02 9.152039485770183114e-02 1.598767725590481970e-01 2.420100527488791009e-01 3.354066318802567670e-01 4.381635647400338174e-01 5.488086554551168117e-01
4.939727205059994408e-01 2.515587831863468349e-01 1.112870843417032296e-01 3.892028802865064863e-02 1.407081170136106722e-02 2.392641626374668318e-02 6.003977233576496264e-02 1.166005545253771258e-01 1.894649655889693030e-01 2.755864596091913699e-01 3.726685388375742258e-01 4.789422699662287952e-01
7.757218223168361737e-01 4.575167764896665989e-01 2.621175548078059636e-01 1.484284961527038149e-01 9.185484666398489872e-02 7.688884022990224998e-02 9.329355974982637967e-02 1.340315580992522682e-01 1.940921003470466311e-01 2.698004688850094146e-01 3.583937853995983192e-01 4.577502726610135353e-01
1.155314962183111360e+00 7.505124542131486054e-01 4.914859856969934215e-01 3.296081735257073153e-01 2.356415791833581796e-01 1.910852960405312606e-01 1.837035068550710581e-01 2.050809767615098533e-01 2.492299656310674738e-01 3.117646940012281931e-01 3.893930487527660356e-01 4.795914538214983702e-01
1.619828532334610216e+00 1.119241245735030255e+00 7.893222516805641353e-01 5.733591280636530785e-01 4.371136189824191276e-01 3.588454156935559358e-01 3.241450339744158526e-01 3.230929329998779576e-01 3.486308078524466558e-01 3.955916677498895195e-01 4.601005319002596794e-01 5.391903913835482953e-01
2.157343768815048080e+00 1.553274650351604613e+00 1.146338644074370361e+00 8.712931905918162023e-01 6.886104656775623445e-01 5.731109114135006788e-01 5.080680872542628901e-01 4.819534636610033340e-01 4.865603775256756025e-01 5.158818516838429291e-01 5.654148849309044156e-01 6.317140178471356560e-01
2.757051289919046688e+00 2.043149784225938514e+00 1.554107228459000734e+00 1.215801385693973780e+00 9.831873217702815637e-01 8.274872200677531042e-01 7.295427162171950197e-01 6.761313352660213161e-01 6.578344307690997539e-01 6.677567078258919153e-01 7.007299796047127272e-01 7.528009580694676739e-01
3.409259732407920573e+00 2.580377945031964604e+00 2.005066445063667935e+00 1.600057997595968784e+00 1.314616217121915120e+00 1.116242359936332473e+00 9.832559330791516006e-01 9.006731875247708796e-01 8.578125053264293864e-01 8.468512567721795392e-01 8.619256874521724621e-01 8.985511491960340713e-01
