1.702416616375494129e+00 1.387211328037851965e+00 1.111054414633158904e+00 8.774512185632057371e-01 6.912285508876554463e-01 5.573998651241004465e-01 4.803611787232792141e-01 4.636320505648416357e-01 5.097941629604902936e-01 6.206224222318765804e-01 7.971521083481115655e-01 1.039642543510769457e+00
1.274336175789952286e+00 1.008275718351566930e+00 7.794442686183422619e-01 5.909103878011979782e-01 4.463846895786538482e-01 3.495315780669709382e-01 3.035501516090338692e-01 3.109076737842442206e-01 3.733429077243974881e-01 4.918810295960900358e-01 6.668619231774400857e-01 8.982053012949361426e-01
9.464377134714150319e-01 7.211474508309937415e-01 5.319334767234746852e-01 3.811790842892657794e-01 2.715666149102693439e-01 2.057075154173294007e-01 1.858020482992148725e-01 2.135073350217978061e-01 2.898964668422837065e-01 4.154132347875488795e-01 5.901595783130562101e-01 8.137053769442734730e-01
6.965206636308829413e-01 5.056001542429752194e-01 3.499532058640186793e-01 2.311825540600696560e-01 1.511084291130874446e-01 1.114651187559413115e-01 1.136443516957119509e-01 1.586753198059590031e-01 2.470525359061174209e-01 3.789452688382973222e-01 5.541111350228206112e-01 7.719837259572116528e-01
5.073724477351229112e-01 3.460140971540329735e-01 2.192240018237270049e-01 1.279169134283586751e-01 7.311691476547904633e-02 5.582956827538487765e-02 7.687886327535974063e-02 1.367228702204636437e-01 2.355107030692085435e-01 3.731004294961300372e-01 5.490438430037465345e-01 7.626612664952269194e-01
3.661099624059042656e-01 2.306307255573953330e-01 1.289856267518428024e-01 6.146211924175569441e-02 2.850416990045163967e-02 3.052907352084542267e-02 6.782435255925177431e-02 1.404544723114743432e-01 2.482753691282444941e-01 3.909101558587070868e-01 5.677746322495755837e-01 7.781139539192322152e-01
2.630677390985891595e-01 1.504983612066843057e-01 7.104906536589920829e-02 2.441143086036716425e-02 1.051281023201944102e-02 2.930831417125884589e-02 8.068429411282725117e-02 1.644021366391449634e-01 2.800761220653245065e-01 4.271609821708126087e-01 6.049721024483563081e-01 8.127025168232957508e-01
1.910848427464931498e-01 9.903338262675942527e-02 3.928608649221721622e-02 1.108988999744415713e-02 1.392979684834443066e-02 4.739012539507028027e-02 1.110422278329934176e-01 2.044122845450557224e-01 3.269257986831781704e-01 4.779157710245699464e-01 6.566206694066781813e-01 8.622051005152580050e-01
1.447898862739789572e-01 7.115471178379829953e-02 2.899998193238059047e-02 1.715990719120819366e-02 3.477169651584798710e-02 8.110498134267515868e-02 1.555078814496706485e-01 2.573011388454800041e-01 3.857740779505630657e-01 5.401668873180206498e-01 7.196731177587589734e-01 9.234336778105306509e-01
1.200248300089381409e-01 6.297879733181135919e-02 3.656208049243615116e-02 3.927069956665411865e-02 6.994375550948331299e-02 1.276180205219562269e-01 2.114498963812918853e-01 3.206013479204852801e-01 4.542622235456273971e-01 6.116031233114859189e-01 7.917866960951871480e-01 9.939460448003656357e-01
1.136338117853337298e-01 7.149828412147599122e-02 5.915083825741757756e-02 7.479719967933301517e-02 1.170326190055535343e-01 1.847085640083256375e-01 2.768089275988058207e-01 3.923858226617652489e-01 5.305503485810192377e-01 6.904237438577939256e-01 8.711462602324127058e-01 1.071853577420741610e+00
1.230620825130810392e-01 9.430294665568118850e-02 9.451375692836981590e-02 1.216582275144811320e-01 1.741282122622497264e-01 2.506094259070303920e-01 3.499543731238841104e-01 4.711328243519585235e-01 6.131887275314047425e-01 7.752110642229064208e-01 9.563271579140188994e-01 1.155679247324353565e+00
