1.888150449770565231e+00 1.758192413071840932e+00 1.684708283786772398e+00 1.650510450747432634e+00 1.645207744197074717e+00 1.662061463827865460e+00 1.696488351304393793e+00 1.745155381174207543e+00 1.805588996076814778e+00 1.875882184398025343e+00 1.954547627020571721e+00 2.040400193811175544e+00
1.402167528449941969e+00 1.297628759625044426e+00 1.245753431992800087e+00 1.230432797750647289e+00 1.241921185000396388e+00 1.273942825634093001e+00 1.322220575762568906e+00 1.383691415611050912e+00 1.456081960484117310e+00 1.537645721834493884e+00 1.627021829355884686e+00 1.723123250671044104e+00
1.000003245286693376e+00 9.095621759468298650e-01 8.708437065922349785e-01 8.677972630160324385e-01 8.907642269493790677e-01 9.335603626637435370e-01 9.919983753499197476e-01 1.063105956956933440e+00 1.144685571378353917e+00 1.235064306411087109e+00 1.332937862638005955e+00 1.437269434397946188e+00
6.891336116209264562e-01 6.012095519604098159e-01 5.669015199315167175e-01 5.692622391806543281e-01 5.981529338488711378e-01 6.471218010615059635e-01 7.118330967623380801e-01 7.892318650988725537e-01 8.770792173948364079e-01 9.736826027525741223e-01 1.077729791988082386e+00 1.188183030683788166e+00
4.706108259594497523e-01 3.739532582104120317e-01 3.354624018586817025e-01 3.364463309044410932e-01 3.657522760713367571e-01 4.163168154836366930e-01 4.834236718392080911e-01 5.637747550080105530e-01 6.549722885593569632e-01 7.552170162011038190e-01 8.631239381618523998e-01 9.776042974226667459e-01
3.421634965350711655e-01 2.260625765283852950e-01 1.751660770771094056e-01 1.682502991368466372e-01 1.926562236541138062e-01 2.403901156766865277e-01 3.061372652700391495e-01 3.862034285521037669e-01 4.779210405934625761e-01 5.793023195181219442e-01 6.888273241043678663e-01 8.053085689996204444e-01
2.996129028968880781e-01 1.540538833349182901e-01 8.301155577618454795e-02 6.202708279431002475e-02 7.649585589719072598e-02 1.171959592912489301e-01 1.780126810841873575e-01 2.547130824824381246e-01 3.442564624428528508e-01 4.443901404662549681e-01 5.534002659390602208e-01 6.699564683970332668e-01
3.376843043612522410e-01 1.534130651150045210e-01 5.503881374949644301e-02 1.423980438667897183e-02 1.406316077625766742e-02 4.379344226534723217e-02 9.633139042126501184e-02 1.667745498041759145e-01 2.516137882109885093e-01 3.482598409421843177e-01 4.547527995847976401e-01 5.695767348524771734e-01
4.505314938115679846e-01 2.190828444709778111e-01 8.677683723568503649e-02 2.086740973337673083e-02 1.696154931829531570e-03 1.681389297065969887e-02 5.797022254930798979e-02 1.194742869608736990e-01 1.972615854669978463e-01 2.883419378483353945e-01 3.904589190869263149e-01 5.018735451545104365e-01
6.320553043790335668e-01 3.457617846339079981e-01 1.735236721329160570e-01 7.767379342710441226e-02 3.553106580765672678e-02 3.269929286185899175e-02 5.962781281396170585e-02 1.097301925770944875e-01 1.783081891729329516e-01 2.619116621327412520e-01 3.579434694606807854e-01 4.644066501731333729e-01
8.761400670508019406e-01 5.281196014163864749e-01 3.105436672136134835e-01 1.803879230197444061e-01 1.116704390368411515e-01 8.785955804042035189e-02 9.797205709880477120e-02 1.344308570357121979e-01 1.918338038804394963e-01 2.662183278667487607e-01 3.546060888303295133e-01 4.547110006012629602e-01
1.176811008994677943e+00 7.609397931387257286e-01 4.931978899796412574e-01 3.248246690327204478e-01 2.262947539152354304e-01 1.787766138797010074e-01 1.697385514333309420e-01 1.905288456850633139e-01 2.349793756882302409e-01 2.985683867786496637e-01 3.779004919823282238e-01 4.703726941007959628e-01
