1.254510591326553071e-01 1.004152418125704369e-02 1.442799737905852975e-01 3.545785174664987105e-01
1.201580930527347685e-01 1.095510039257952678e-02 1.468518551923695403e-01 3.577370618824021742e-01
1.149622737046699095e-01 1.198534897204316975e-02 1.495733290374617608e-01 3.610755104136393889e-01
1.101886737058780374e-01 1.305797517379622859e-02 1.522097080357154575e-01 3.642661573439253120e-01
