4.842689601520275555e-58,4.389240064079257373e-59,1.638197648482402547e-59,2.608832732126013264e-59,1.724240145263325966e-58,5.214772638019668858e-57,7.192889530210528004e-56,5.430606306257224961e-54,5.150562912732869772e-51,5.766800461401552258e-47,2.648013835281732293e-42,1.201036254383352117e-37,1.422307062783472915e-33,1.610721558891959799e-30,9.973823218304810506e-29,3.312372927285439059e-28
2.896496222752143776e-58,2.163343669177951698e-59,7.390161895236548668e-60,1.228429137265846744e-59,9.533606576166718404e-59,3.671915209018091756e-57,6.152479935953934964e-56,7.246921581639955307e-54,1.900094460413747129e-50,9.746678692541353511e-46,2.538453566762440685e-40,6.077173746170419640e-35,2.885294087333644558e-30,8.834091303446357000e-27,9.490910193996227016e-25,3.729206183654597862e-24
1.786332848378777538e-58,1.106403666600309194e-59,3.467071153800698980e-60,6.009688488959849754e-60,5.451505230396259345e-59,2.642758239441442341e-57,5.273719181884158611e-56,9.482351112402059377e-54,6.890290110216248438e-50,1.623113010541120473e-44,2.343359102461145343e-38,2.832719557879372004e-32,5.109669316007132436e-27,4.052332644501225200e-23,7.361742339344047283e-21,3.386429525750838638e-20
1.135167863282290005e-58,5.874649999721447470e-60,1.693763434081596316e-60,3.057353200505136637e-60,3.222753533661456784e-59,1.942813402330250578e-57,4.535932431337288214e-56,1.214221300475945224e-53,2.412346849122604855e-49,2.547405310398036327e-43,1.942165461180472728e-36,1.101422365867768800e-29,7.008149756887494226e-24,1.357598330610226669e-19,4.050648997870847276e-17,2.167175201470704961e-16
7.430837575461918793e-59,3.241697243863852075e-60,8.631330425551442828e-61,1.619678999398852041e-60,1.969973539923898311e-59,1.458096552165579506e-57,3.918418734263547476e-56,1.518402467451827328e-53,8.013335715334166437e-49,3.616587639930585756e-42,1.349073251655880569e-34,3.270303286526016717e-27,6.724720844698119579e-21,2.975071678771240708e-16,1.408580001775243485e-13,8.700343081781009993e-13
5.010837351219259187e-59,1.861414983784468643e-60,4.597062735192135635e-61,8.949570729718331653e-61,1.245733461193990986e-59,1.116755999188550527e-57,3.402217897451515760e-56,1.850421116784569711e-53,2.484166293576161623e-48,4.473360508889406034e-41,7.417664975686007400e-33,6.924331438260558901e-25,4.152466213691872535e-18,3.898747672980647847e-13,2.818354891488334764e-10,1.994672628637961126e-09
3.481685883945521373e-59,1.113795636274943387e-60,2.564061181605868736e-61,5.166583550535093710e-61,8.154790131184941517e-60,8.726526090127118574e-58,2.970739396821787065e-56,2.193282632409592495e-53,7.077356103416208562e-48,4.660408497139774193e-40,3.070535807410521307e-31,9.785134440106127991e-23,1.543067939991913803e-15,2.843994742157620123e-10,3.027347233318336192e-07,2.428343546911841023e-06
2.493715046445439090e-59,6.954761262612935475e-61,1.500635898228096376e-61,3.121534947078116904e-61,5.530435931349690753e-60,6.956252291679394456e-58,2.609820024833708974e-56,2.524171032453715069e-53,1.827368912906945942e-47,3.969475837969989850e-39,9.172262370107590791e-30,8.798872352504069422e-21,3.275383409460202302e-13,1.100608493676501147e-07,1.653104036901844990e-04,1.488440219830457819e-03
1.841991840131601948e-59,4.538169879769793858e-61,9.232881293251748301e-62,1.976987189787648116e-61,3.888825096828388746e-60,5.656298206855558021e-58,2.307617132657668318e-56,2.816475194476801698e-53,4.223490726129642229e-47,2.688841945311495339e-38,1.909197521882465195e-28,4.842553172808535280e-19,3.819030124703036068e-11,2.170520067677913188e-05,4.473463787349243187e-02,4.467221954209687484e-01
1.403892349079512948e-59,3.098668314719981817e-61,5.982415482533295675e-62,1.314538089529655362e-61,2.837538197306665040e-60,4.691746570070862110e-58,2.054241647825235027e-56,3.043325361269586301e-53,8.645011121171679255e-47,1.425122113709299069e-37,2.681157381129604163e-27,1.583495313711967228e-17,2.378665205508025028e-09,2.148273693795209674e-03,6.094295977054136948e+00,6.650541581205082764e+01
